title,disc,digital,id,poster,actors,genres,rating,content_rating,year,duration_str,duration_min,trailer,plot_summary
Black Panther: Wakanda Forever,NONE,yes,tt9114286,"https://m.media-amazon.com/images/M/MV5BNTM4NjIxNmEtYWE5NS00NDczLTkyNWQtYThhNmQyZGQzMjM0XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Letitia Wright, Lupita Nyong'o, Danai Gurira","Action, Adventure, Drama",6.7,PG-13,2022,2h 41m,161.0,https://www.youtube.com/embed/_Z3QKkl1WyM,The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.
Black Widow,NONE,yes,tt3480822,"https://m.media-amazon.com/images/M/MV5BNjRmNDI5MjMtMmFhZi00YzcwLWI4ZGItMGI2MjI0N2Q3YmIwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Scarlett Johansson, Florence Pugh, David Harbour","Action, Adventure, Sci-Fi",6.7,PG-13,2021,2h 14m,134.0,https://www.youtube.com/embed/Fp9pNPdNwjI,Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.
Blade: Trinity,DVD,no,tt0359013,"https://m.media-amazon.com/images/M/MV5BMjE0Nzg2MzI3MF5BMl5BanBnXkFtZTYwMjExODQ3._V1_QL75_UX190_CR0,0,190,281_.jpg","Wesley Snipes, Kris Kristofferson, Parker Posey","Action, Horror, Sci-Fi",5.8,R,2004,1h 53m,113.0,https://www.youtube.com/embed/fPcNbsW69Eg,"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula."
"Blind Side, The",DVD,no,tt0878804,"https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_QL75_UX190_CR0,1,190,281_.jpg","Quinton Aaron, Sandra Bullock, Tim McGraw","Biography, Drama, Sport",7.6,PG-13,2009,2h 9m,129.0,https://www.youtube.com/embed/gvqj_Tk_kuM,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
Blood Diamond,DVD,no,tt0450259,"https://m.media-amazon.com/images/M/MV5BZDMxOGZhNWYtMzRlYy00Mzk5LWJjMjEtNmQ4NDU4M2QxM2UzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly","Adventure, Drama, Thriller",8.0,R,2006,2h 23m,143.0,https://www.youtube.com/embed/yknIZsvQjG4,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
Blue Harvest,DVD,no,tt0888817,"https://m.media-amazon.com/images/M/MV5BMzBjZmY2MWItYTliOC00MjNhLTkyNWYtMjQ2YzI0MTgyYTNlXkEyXkFqcGdeQXVyNjMxNzQ2NTQ@._V1_QL75_UY281_CR6,0,190,281_.jpg","Seth MacFarlane(voice), Alex Borstein(voice), Seth Green(voice)","Animation, Comedy",8.2,TV-14,2007,48m,48.0,https://www.youtube.com/embed/E8EcJ2mj2es,"With the Griffins stuck at home during a blackout, Peter tells the story of Star Wars Episode IV: A New Hope."
Bohemian Rhapsody,BR,yes,tt1727824,"https://m.media-amazon.com/images/M/MV5BMTA2NDc3Njg5NDVeQTJeQWpwZ15BbWU4MDc1NDcxNTUz._V1_QL75_UX190_CR0,0,190,281_.jpg","Rami Malek, Lucy Boynton, Gwilym Lee","Biography, Drama, Music",8.0,PG-13,2018,2h 14m,134.0,https://www.youtube.com/embed/mP0VHJYFOAU,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985)."
"Book Of Eli, The",BR,no,tt1037705,"https://m.media-amazon.com/images/M/MV5BNTE1OWI1YzgtZjEyMy00MjQ4LWE0NWMtYTNhYjc0ZDQ3ZGRkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX190_CR0,2,190,281_.jpg","Denzel Washington, Mila Kunis, Ray Stevenson","Action, Adventure, Drama",6.8,R,2010,1h 58m,118.0,https://www.youtube.com/embed/zSMHmtaoXtI,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind."
"Boondock Saints, The",DVD,no,tt0144117,"https://m.media-amazon.com/images/M/MV5BNTliMTg0ZTgtNTJiYi00MjFkLThhYTUtNDAwNTliMmVkNjVkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Willem Dafoe, Sean Patrick Flanery, Norman Reedus","Action, Thriller",7.7,R,1999,1h 48m,108.0,https://www.youtube.com/embed/ydXojYfCF3I,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
Borat,DVD,no,tt0443453,"https://m.media-amazon.com/images/M/MV5BMTk0MTQ3NDQ4Ml5BMl5BanBnXkFtZTcwOTQ3OTQzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Sacha Baron Cohen, Ken Davitian, Luenell",Comedy,7.4,R,2006,1h 24m,84.0,https://www.youtube.com/embed/pteiNZIeCW0,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson."
"Bourne Identity, The",DVD,yes,tt0258463,"https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,2,190,281_.jpg","Franka Potente, Matt Damon, Chris Cooper","Action, Mystery, Thriller",7.9,PG-13,2002,1h 59m,119.0,https://www.youtube.com/embed/FpKaB5dvQ4g,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
"Bourne Legacy, The",BR,yes,tt1194173,"https://m.media-amazon.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_QL75_UX190_CR0,10,190,281_.jpg","Jeremy Renner, Rachel Weisz, Edward Norton","Action, Adventure, Thriller",6.6,PG-13,2012,2h 15m,135.0,https://www.youtube.com/embed/jSzy9qQ3mDE,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films."
"Bourne Supremacy, The",DVD,no,tt0372183,"https://m.media-amazon.com/images/M/MV5BYTIyMDFmMmItMWQzYy00MjBiLTg2M2UtM2JiNDRhOWE4NjBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR0,0,190,281_.jpg","Matt Damon, Franka Potente, Joan Allen","Action, Mystery, Thriller",7.7,PG-13,2004,1h 48m,108.0,https://www.youtube.com/embed/Y-HqyyfBbSo,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive."
"Bourne Ultimatum, The",DVD,no,tt0440963,"https://m.media-amazon.com/images/M/MV5BNGNiNmU2YTMtZmU4OS00MjM0LTlmYWUtMjVlYjAzYjE2N2RjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","Matt Damon, Edgar Ramírez, Joan Allen","Action, Mystery, Thriller",8.0,PG-13,2007,1h 55m,115.0,https://www.youtube.com/embed/ZT2ZxjUjSo0,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
Braveheart,DVD,yes,tt0112573,"https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR0,0,190,281_.jpg","Mel Gibson, Sophie Marceau, Patrick McGoohan","Biography, Drama, History",8.4,R,1995,2h 58m,178.0,https://www.youtube.com/embed/1NJO0jxBtMo,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
Bridesmaids,DVD,no,tt1478338,"https://m.media-amazon.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Kristen Wiig, Maya Rudolph, Rose Byrne","Comedy, Romance",6.8,R,2011,2h 5m,125.0,https://www.youtube.com/embed/FNppLrmdyug,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef."
Bruce Almighty,DVD,no,tt0315327,"https://m.media-amazon.com/images/M/MV5BNzMyZDhiZDUtYWUyMi00ZDQxLWE4NDQtMWFlMjI1YjVjMjZiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Jim Carrey, Jennifer Aniston, Morgan Freeman","Comedy, Fantasy",6.8,PG-13,2003,1h 41m,101.0,https://www.youtube.com/embed/fe-luzrqWSk,A whiny news reporter is given the chance to step into God's shoes.
Bumblebee,BR,yes,tt4701182,"https://m.media-amazon.com/images/M/MV5BMjUwNjU5NDMyNF5BMl5BanBnXkFtZTgwNzgxNjM2NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg","Hailee Steinfeld, Jorge Lendeborg Jr., John Cena","Action, Adventure, Sci-Fi",6.7,PG-13,2018,1h 54m,114.0,https://www.youtube.com/embed/lcwmDAYt22k,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken."
Captain America: Civil War,NONE,yes,tt3498820,"https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Chris Evans, Robert Downey Jr., Scarlett Johansson","Action, Adventure, Sci-Fi",7.8,PG-13,2016,2h 27m,147.0,https://www.youtube.com/embed/FkTybqcX-Yo,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.
Captain America: The First Avenger,NONE,yes,tt0458339,"https://m.media-amazon.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_QL75_UX190_CR0,8,190,281_.jpg","Chris Evans, Hugo Weaving, Samuel L. Jackson","Action, Adventure, Sci-Fi",6.9,PG-13,2011,2h 4m,124.0,https://www.youtube.com/embed/JerVrbLldXw,"Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization."
Captain America: The Winter Soldier,NONE,yes,tt1843866,"https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_QL75_UY281_CR2,0,190,281_.jpg","Chris Evans, Samuel L. Jackson, Scarlett Johansson","Action, Adventure, Sci-Fi",7.8,PG-13,2014,2h 16m,136.0,https://www.youtube.com/embed/7SlILk2WMTI,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
Captain Marvel,NONE,yes,tt4154664,"https://m.media-amazon.com/images/M/MV5BMTE0YWFmOTMtYTU2ZS00ZTIxLWE3OTEtYTNiYzBkZjViZThiXkEyXkFqcGdeQXVyODMzMzQ4OTI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Brie Larson, Samuel L. Jackson, Ben Mendelsohn","Action, Adventure, Sci-Fi",6.8,PG-13,2019,2h 3m,123.0,https://www.youtube.com/embed/Z1BCujX3pw8,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.
Casino Royale,DVD,no,tt0381061,"https://m.media-amazon.com/images/M/MV5BMDI5ZWJhOWItYTlhOC00YWNhLTlkNzctNDU5YTI1M2E1MWZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,1,190,281_.jpg","Daniel Craig, Eva Green, Judi Dench","Action, Adventure, Thriller",8.0,PG-13,2006,2h 24m,144.0,https://www.youtube.com/embed/36mnx8dBbGE,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro."
Cast Away,BR,no,tt0162222,"https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Tom Hanks, Helen Hunt, Paul Sanchez","Adventure, Drama, Romance",7.8,PG-13,2000,2h 23m,143.0,https://www.youtube.com/embed/qGuOZPwLayY,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
Catch Me If You Can,BR,no,tt0264464,"https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_QL75_UX190_CR0,0,190,281_.jpg","Leonardo DiCaprio, Tom Hanks, Christopher Walken","Biography, Crime, Drama",8.1,PG-13,2002,2h 21m,141.0,https://www.youtube.com/embed/s-7pyIxz8Qg,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
Charlie Wilson'S War,DVD,no,tt0472062,"https://m.media-amazon.com/images/M/MV5BMTgwMDgwMDc4MF5BMl5BanBnXkFtZTYwOTU3MDM4._V1_QL75_UX190_CR0,0,190,281_.jpg","Tom Hanks, Julia Roberts, Philip Seymour Hoffman","Biography, Comedy, Drama",7.0,R,2007,1h 42m,102.0,https://www.youtube.com/embed/G1mnSjjeC2o,"A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects."
Children Of Men,NONE,yes,tt0206634,"https://m.media-amazon.com/images/M/MV5BZjUzY2ZhZDAtZDRlNS00MzEzLTliZjItMzMyYzM2OTdkZGJjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR0,0,190,281_.jpg","Julianne Moore, Clive Owen, Chiwetel Ejiofor","Action, Drama, Sci-Fi",7.9,R,2006,1h 49m,109.0,https://www.youtube.com/embed/2VT2apoX90o,"In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea."
City of Angels,NONE,yes,tt0120632,"https://m.media-amazon.com/images/M/MV5BZjk2OTEwNDEtNjVhYi00MzI3LWFhNzctZGUzOWMxMDMwZjJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg","Nicolas Cage, Meg Ryan, Andre Braugher","Drama, Fantasy, Romance",6.7,PG-13,1998,1h 54m,114.0,https://www.youtube.com/embed/wCrcDidiGJs,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven."
Constantine,NONE,yes,tt0360486,"https://m.media-amazon.com/images/M/MV5BODZiMzAxNTctZjdiZC00OGY5LTg2NDAtNWJhNmQwZTcyMWQ2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Keanu Reeves, Rachel Weisz, Djimon Hounsou","Action, Fantasy, Horror",7.0,R,2005,2h 1m,121.0,https://www.youtube.com/embed/DEa508Xmmio,"Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more."
Contact,BR,no,tt2543164,"https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_QL75_UX190_CR0,8,190,281_.jpg","Amy Adams, Jeremy Renner, Forest Whitaker","Drama, Sci-Fi",7.9,PG-13,2016,1h 56m,116.0,https://www.youtube.com/embed/Q399v-pMG30,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.
Contagion,DVD,yes,tt1598778,"https://m.media-amazon.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Matt Damon, Kate Winslet, Jude Law","Drama, Thriller",6.8,PG-13,2011,1h 46m,106.0,https://www.youtube.com/embed/4sYSyuuLk5g,"Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure."
Couples Retreat,BR,yes,tt1078940,"https://m.media-amazon.com/images/M/MV5BMTQxMjI1Nzc0M15BMl5BanBnXkFtZTcwMTc0Mzg2Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Vince Vaughn, Malin Akerman, Jon Favreau",Comedy,5.5,PG-13,2009,1h 53m,113.0,https://www.youtube.com/embed/X4j_NTFos9c,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional."
Creed,BR,yes,tt3076658,"https://m.media-amazon.com/images/M/MV5BNmZkYjQzY2QtNjdkNC00YjkzLTk5NjUtY2MyNDNiYTBhN2M2XkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Michael B. Jordan, Sylvester Stallone, Tessa Thompson","Action, Drama, Sport",7.6,PG-13,2015,2h 13m,133.0,https://www.youtube.com/embed/Uv554B7YHk4,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
Creed 2,NONE,yes,tt6343314,"https://m.media-amazon.com/images/M/MV5BYmEyNWZhM2YtZDAyNi00ZjYzLWI2ZWMtOWM4ZmI1MDE0OWNmXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Michael B. Jordan, Sylvester Stallone, Tessa Thompson","Drama, Sport",7.1,PG-13,2018,2h 10m,130.0,https://www.youtube.com/embed/cPNVNqn4T9I,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago."
Creed 3,NONE,yes,tt11145118,"https://m.media-amazon.com/images/M/MV5BYzIxOTk1NDQtMzJlOC00ODZlLWE1YTAtNTA5ODZlZmZmMDBhXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX190_CR0,0,190,281_.jpg","Michael B. Jordan, Tessa Thompson, Jonathan Majors","Drama, Sport",6.7,PG-13,2023,1h 56m,116.0,https://www.youtube.com/embed/AHmCH7iB_IM,"Adonis has been thriving in both his career and family life, but when a childhood friend and former boxing prodigy resurfaces, the face-off is more than just a fight."
Dallas Buyers Club,DVD,no,tt0790636,"https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Matthew McConaughey, Jennifer Garner, Jared Leto","Biography, Drama",8.0,R,2013,1h 57m,117.0,https://www.youtube.com/embed/BhFYcnRPEfA,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
Dances With Wolves,NONE,yes,tt0099348,"https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Kevin Costner, Mary McDonnell, Graham Greene","Adventure, Drama, Western",8.1,PG-13,1990,3h 1m,181.0,https://www.youtube.com/embed/uc8NMbrW7mI,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose."
"Danish Girl, The",NONE,yes,tt0810819,"https://m.media-amazon.com/images/M/MV5BMjA0NjA4NjE2Nl5BMl5BanBnXkFtZTgwNzIxNTY2NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Eddie Redmayne, Alicia Vikander, Amber Heard","Biography, Drama, Romance",7.1,R,2015,1h 59m,119.0,https://www.youtube.com/embed/d88APYIGkjk,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.
Daredevil,DVD,no,tt0287978,"https://m.media-amazon.com/images/M/MV5BMjYwZDNhMTgtNjEwNS00Y2Y0LTkxYjMtY2MyYTM0NDE1N2ZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg","Ben Affleck, Jennifer Garner, Colin Farrell","Action, Crime",5.3,PG-13,2003,1h 43m,103.0,https://www.youtube.com/embed/muPX9Oi7-EE,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.
"Dark Knight Rises, The",BR,yes,tt1345836,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Christian Bale, Tom Hardy, Anne Hathaway","Action, Crime, Drama",8.4,PG-13,2012,2h 44m,164.0,https://www.youtube.com/embed/GokKUqLcvD8,"Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane."
"Dark Knight, The",BR,yes,tt0468569,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Christian Bale, Heath Ledger, Aaron Eckhart","Action, Crime, Drama",9.1,PG-13,2008,2h 32m,152.0,https://www.youtube.com/embed/EXeTwQWrcwY,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice."
"Dark Tower, The",BR,yes,tt1648190,"https://m.media-amazon.com/images/M/MV5BMTU3MjUwMzQ3MF5BMl5BanBnXkFtZTgwMjcwNjkxMjI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Idris Elba, Matthew McConaughey, Tom Taylor","Action, Adventure, Fantasy",5.6,PG-13,2017,1h 35m,95.0,https://www.youtube.com/embed/GjwfqXTebIY,A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.
Darkest Hour,DVD,no,tt4555426,"https://m.media-amazon.com/images/M/MV5BNTU4MjMwOTgyMV5BMl5BanBnXkFtZTgwODQzNjY2NDM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Gary Oldman, Lily James, Kristin Scott Thomas","Biography, Drama, War",7.4,PG-13,2017,2h 5m,125.0,https://www.youtube.com/embed/LtJ60u7SUSw,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire."
"Davinci Code, The",DVD,no,tt0382625,"https://m.media-amazon.com/images/M/MV5BMjIxMjQyMTc3Nl5BMl5BanBnXkFtZTcwMTA1MDUzMw@@._V1_QL75_UX190_CR0,1,190,281_.jpg","Tom Hanks, Audrey Tautou, Jean Reno","Mystery, Thriller",6.6,PG-13,2006,2h 29m,149.0,https://www.youtube.com/embed/5sU9MT8829k,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity."
